[Mastercad Black]|Opening Balance|undefined
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|INT PAG TIT BANCO 237 - TELA DSI MARINA
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 175901121598 - APM
[Residencia Lorian]|Outros|INT PAG TIT 157724086354 - JC AREIA 856
[Residencia Lorian]|Edivaldo|INT TED 237200334387508 - PINTOR
[Residencia Lorian]|Outros|DOC INT 640576  EDUARDO - CARLOS HIDR
[Residencia Lorian]|BM Portas|INT TED   639720BM PORTA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-GH FERNANDE-12/03
E1. Extraordinárias (Ongoing):Saques|Saque|CXE     000414 SAQUE
[Residencia Lorian]|Outros|TBI 0572.01639-2MIPERM
[Residencia Lorian]|Flavio Batista de Souza|INT TED   500243 ELETRIC - FLAVIO
[Residencia Lorian]|Olindo Jesus Santos|INT TED   948857 FPS
[Residencia Lorian]|JMAR|INT PAG TIT BANCO 104 - DOMUS - NF4461
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO
[Residencia Lorian]|Outros|INT PAG TIT 157728882790 - JC AREIA 864
A4. Funcionários:Babá - INSS|Previdencia Social|INT GPS  000011634497648 - 02/14
F. Automóveis:Multas|Governo|INT SP-MULTA 0291635019
[Residencia Lorian]|VEC/REMAT|INT PAG TIT BANCO 033 - VEC 35917
[Residencia Lorian]|Alserv|INT PAG TIT 157745759575 - ALSERV
[Residencia Lorian]|Alserv|INT PAG TIT 157745766380 - alserv
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Outros|TBI 3005.02193-0CAFES
[Residencia Lorian]|Olindo Jesus Santos|INT TED   960038FPS-OLIN
[Residencia Lorian]|Outros|INT TED   960371 - CARLOS HIDRA
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE S/CARTAO CXE000471
[Residencia Lorian]|Outros|INT PAG TIT BANCO 237 - ALPHACENTRO 9531
[Residencia Lorian]|Alserv|INT PAG TIT 157774771467 - alserv 4703
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-BEDUINO A  -25/03
C1. Lazer-Estetica-Vestuario-Celular:Estética-Massagem|Outros|RSHOP-INSTITUTO I-27/03
[Residencia Lorian]|Olindo Jesus Santos|INT TED   805870 fps
E1. Extraordinárias (Ongoing):Saques|Saque|CXE     001388 SAQUE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-BRIGADEIRO -30/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-GH FERNANDE-28/03
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Pao do Parque|RSHOP-PAO DO PARQ-28/03
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-STUPPENDO  -29/03
[Residencia Lorian]|Flavio Batista de Souza|INT TED 104299000031039 - FLAVIO
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|CURSO INGLES
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|CURSO MOSAICO
[Cash]|Outros|TBI 7123.01579-9USD - compra USD SOL CORRETORA
F. Automóveis:Multas|Governo|INT SP-MULTA 0292290642
E2. Extraordinárias (One Time):Outras|Saque|CXE     001123 SAQUE - compra MXP
[Residencia Lorian]|Outros|INT PAG TIT BANCO 237 - cimentec
[Residencia Lorian]|Olindo Jesus Santos|INT TED   834702 fps
B2. Educação (Mensal):Cursos Eduardo-Carla|INEPAD|INT PAG TIT BANCO 001
[Residencia Lorian]|Outros|INT PAG TIT 157775742456 - sarrafos
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO 237 000868
B. Outras Receitas:Devolução - Pagto Emprestimo|Nilde|DOC 001.0379NILDE P ALCA
E2. Extraordinárias (One Time):Outras|Saque|CXE     000513 SAQUE
[Residencia Lorian]|Olindo Jesus Santos|INT TED   922328 fps
[Residencia Lorian]|BM Portas|INT TED   923931bmportas
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175035558651
E2. Extraordinárias (One Time):Investimentos na Empresa|Fabiano Fredericci|TBI 8530.11511-5PROJ-INT
A4. Funcionários:Babá - INSS|Governo|INT GPS  000011634497648 - 03/14
[Residencia Lorian]|JMAR|JMAR DOMUS 2/2
[Residencia Lorian]|Olindo Jesus Santos|INT TED 033205600015489
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO 001 000867
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-GH FERNANDE-17/04
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-MULTIPLAN A-19/04
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175035775610
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-PAES DOCES -23/04
E2. Extraordinárias (One Time):Outras|Saque|CXE     000067 SAQUE
[Residencia Lorian]|Jorge Kluwe|TBI 0767.04464-7JK-MAR
[Residencia Lorian]|Liliana Guastavino|INT TED   945252 LG-MAR
[Residencia Lorian]|Olindo Jesus Santos|INT TED   945807 FPS
[Residencia Lorian]|Outros|INT TED   946778 carlos
A2. Residência Lorian:Agua-Esgoto|Sabesp|INT SABESP 0840341617
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-PAES DOCES -28/04
[Residencia Lorian]|Alserv|INT PAG TIT 157819883796 - alserv
B1. Alimentação-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|RSHOP-CARREFOUR S-29/04
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|IG Lavanderia|CH COMPENSADO 237 000869
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600810415
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600810423
A4. Funcionários:Babá - Salário-Férias|Eliana|TBI 0444.63529-6ELI-ABR
E2. Extraordinárias (One Time):Investimentos na Empresa|Fabiano Fredericci|TBI 8530.11511-5INTERCEP
[Residencia Lorian]|Olindo Jesus Santos|INT TED   863619FPSOLIND
B2. Educação (Mensal):Escola Marina|Colegio Sto Americo|SISDEB  COL ST AMERICO
E2. Extraordinárias (One Time):Outras|Saque|CXE 002576 SAQUE 04/05
A4. Funcionários:Diarista - Diárias|Saque|undefined
A1. Residência Villas:Condomínio Villas|Vilas São Francisco|INT PAG TIT 175067407909
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Taxi|RSHOP-TAXI ADRIAN-02/05
A1. Residência Villas:Gás|Ultragaz|CH COMPENSADO 237 000871
[Residencia Lorian]|Outros|INT PAG TIT 157816153500 - AREIA
[Cash]|Gustavo Marques|TBI 6549.02748-7GUSTAVO
G. Reembolsáveis:Médicos-Clinicas-Exames|Marcelo Silber|INT TED   855143CMarques
F. Automóveis:Multas|Governo|INT SP-MULTA 0293006947
B2. Educação (Mensal):Academia-Clube-Personal|Clube Anhembi|INT PAG TIT 112132451017
[Residencia Lorian]|Alserv|INT PAG TIT 157830188326 - alserv
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-GH FERNANDE-08/05
[Residencia Lorian]|Olindo Jesus Santos|INT TED   993237 fps
[Residencia Lorian]|Flavio Batista de Souza|INT TED   994240 flavio
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175036281279
[Residencia Lorian]|Alserv|INT PAG TIT 157839015751 - alserv
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-ALLPARQUE S-10/05
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Taxi|CH COMPENSADO 237 000870`- gru
[Residencia Lorian]|Jorge Kluwe|TBI 0767.04464-7JK-ABR
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175036946988
E2. Extraordinárias (One Time):Investimentos na Empresa|Fabiano Fredericci|TBI 8530.11511-5FABIANO
A4. Funcionários:Babá - INSS|Previdencia Social|INT GPS  000011634497648 - 04/14
[Residencia Lorian]|Olindo Jesus Santos|INT TED   511765 FPS
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE 24H 00404103
A2. Residência Lorian:Agua-Esgoto|Sabesp|INT SABESP 0840341614
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|CH COMPENSADO 341 000872 - festa junina csa
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-PAES DOCES -21/05
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-RESTAURANTE-21/05
C1. Lazer-Estetica-Vestuario-Celular:Estética-Massagem|Outros|RSHOP-INSTITUTO I-22/05
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-SHOPPING VI-22/05
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Tuhu|RSHOP-TUHU       -22/05
G. Reembolsáveis:Médicos-Clinicas-Exames|Janice Nazareth|TBI 1074.09540-5EDUARDO
E2. Extraordinárias (One Time):Investimentos na Empresa|T&L|TBI 9639.34566-0CONTAGEM T&L
[Residencia Lorian]|Outros|INT TED   828426 LORIAN - carlos hidr
[Residencia Lorian]|Flavio Batista de Souza|INT TED   828690 FLAVIO
[Residencia Lorian]|Olindo Jesus Santos|INT TED   872960 olindo
[Residencia Lorian]|BM Portas|INT TED   877851 BM
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE INTER US$  159,07
[Residencia Lorian]|Alserv|INT PAG TIT 157871381721 - alserv
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175037384445
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-RESTAURANTE-27/05
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|CH COMPENSADO 341 000873 - rifas sto americo
[Residencia Lorian]|Olindo Jesus Santos|INT TED   651211FPS-OLIN
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175037589472
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-UNO   DUE O-02/06
E2. Extraordinárias (One Time):Investimentos na Empresa|T&L|TBI 9639.34566-0TNL-EDES
A1. Residência Villas:Condomínio Villas|Vilas São Francisco|INT PAG TIT 175067620204
[Cash]|Gustavo Marques|TBI 6549.02748-7USD
B2. Educação (Mensal):Academia-Clube-Personal|Clube Anhembi|INT PAG TIT 112224522105
C1. Lazer-Estetica-Vestuario-Celular:Estética-Massagem|Outros|RSHOP-INSTITUTO I-05/06
[Residencia Lorian]|Outros|TBI 6914.16838-7HIDRA - Carlos
[Residencia Lorian]|Outros|DOC INT 777106  FUROS
[Residencia Lorian]|Olindo Jesus Santos|INT TED   776289 OLINDO
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-MULTIPLAN A-06/06
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-UNO   DUE O-06/06
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE 24H 05293899 07/06
[Residencia Lorian]|Olindo Jesus Santos|INT TED   777383 FPS
A1. Residência Villas:TV Cabo - Telefone - Internet|NET|INT PAG TIT BANCO 237
A4. Funcionários:Babá - INSS|Previdencia Social|INT GPS  000011634497648 - 05/14
E2. Extraordinárias (One Time):Investimentos na Empresa|Fabiano Fredericci|TBI 8530.11511-5proj ge
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|INT PAG TIT 157924282501 - BUFFET RATIMBOOM 1/4
A1. Residência Villas:Gás|Ultragaz|CH COMPENSADO 237 000874
[Residencia Lorian]|Olindo Jesus Santos|INT TED   574566 fps
E2. Extraordinárias (One Time):Investimentos na Empresa|T&L|TBI 9639.34566-0despesas
[Honda CRV 2011]|Outros|INT TED   759272 CRV - BESTFLEET
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE S/CARTAO CXE001115
F. Automóveis:Multas|Governo|INT SP-MULTA 0293672277
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|TBI 8445.07006-6ONIBUS
E2. Extraordinárias (One Time):Investimentos na Empresa|Edesio Fonseca|TBI 9639.34566-0PRJ GE
A2. Residência Lorian:Agua-Esgoto|Sabesp|SABESP      0840341652
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-SHOPPING VI-26/06
[Residencia Lorian]|Outros|DOC INT 823150  CACAMBA
[Residencia Lorian]|Olindo Jesus Santos|INT TED   822880 fps
A2. Residência Lorian:Agua-Esgoto|Sabesp|INT SABESP 0840341611
[Residencia Lorian]|Flavio Batista de Souza|INT TED 655276 FLAVIO
[Residencia Lorian]|Outros|INT PAG TIT BANCO 237 - CIMENTO
E2. Extraordinárias (One Time):Outras|Outros|PAGAMENTO CHEQUE  000875
E2. Extraordinárias (One Time):Outras|Outros|PAGAMENTO CHEQUE 000884
E1. Extraordinárias (Ongoing):Saques|Saque|CXE 001396 SAQUE
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO 237 000877
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO 341 000876
[Residencia Lorian]|Olindo Jesus Santos|INT TED 980235 fps
A2. Residência Lorian:Eletricidade|Eletropaulo|ELETROPAULO 1001168159
B2. Educação (Mensal):Academia-Clube-Personal|Clube Anhembi|INT PAG TIT 112314984975
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-MC DONALDS--06/07
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Sem Parar|SISDEB SEM PARAR
A1. Residência Villas:Eletricidade|Eletropaulo|ELETROPAULO 1000484373
A1. Residência Villas:IPTU Villas|Governo|DA PMSP 425130000000960
A1. Residência Villas:Condomínio Villas|Vilas São Francisco|INT PAG TIT 175067798000
A1. Residência Villas:TV Cabo - Telefone - Internet|NET|DA NET SERVICOS 0295145
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|DOC INT 546030 CarlaMar - CURSO ESTUDIO DO SABOR
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175038210292
A1. Salário:Eduardo - Salário-RL-PL|Intercepti|TBI 0742.55091-6 C/C
[Residencia Lorian]|Olindo Jesus Santos|INT TED 971495 fps
E2. Extraordinárias (One Time):Outras|Outros|TBI 7055.07042-4Voluntee
A4. Funcionários:Babá - INSS|Previdencia Social|INT GPS  000011634497648 - 06/14
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|INT PAG TIT 157924282519 - BUFFET 2/4
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Taxi|RSHOP-TAXI EINTEI-20/07
[Residencia Lorian]|Jorge Kluwe|TBI 0767.04464-7jk
[Residencia Lorian]|Olindo Jesus Santos|INT TED 633643 fps
[Residencia Lorian]|Liliana Guastavino|INT TED 635362 lg
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175039005451
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175039005493
B2. Educação (Mensal):Escola Felipe|Colegio Sto Americo|PAGAMENTO CHEQUE 000883
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|RSHOP-TERMINI -24/07
[Residencia Lorian]|Olindo Jesus Santos|INT TED 717050 fps
E1. Extraordinárias (Ongoing):Saques|Saque|CXE 001370 SAQUE
[Residencia Lorian]|Tambory Elétrica|INT PAG TIT BANCO 237 - TAMBORY CABOS
I. Taxas Bancárias:Encargos-Juros|Banco Itau|CEP/JUROS 12 DIAS
[Porto Seguro Visa]|Porto Seguro Visa|SISDEB CARTAO PORTO S
[Residencia Lorian]|Outros|INT PAG TIT 157967458672 - ANDAIME
A4. Funcionários:Babá - Salário-Férias|Eliana|TBI 0444.63529-6 ELI-JUL
A4. Funcionários:Diarista - Diárias|Neiva|TBI 0568.06585-8NEIV-JUL
[Residencia Lorian]|Outros|TBI 0572.01639-2 IMPERM
[Residencia Lorian]|Olindo Jesus Santos|INT TED   666558 fps
B2. Educação (Mensal):Escola Felipe|Colegio Sto Americo|SISDEB  COL ST AMERICO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-STUPPENDO  -02/08
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175039374360
A1. Residência Villas:Condomínio Villas|Vilas São Francisco|INT PAG TIT 175068023705
[Residencia Lorian]|VEC/REMAT|INT PAG TIT BANCO 033 - REMAT CIMENTO
A1. Residência Villas:IPTU Villas|Governo|DA  PMSP 425130000000960
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO 237 000878
B2. Educação (Mensal):Academia-Clube-Personal|Clube Anhembi|INT PAG TIT 112393026383
[Cash]|Gustavo Marques|TBI 6549.02748-7usd
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-BRASIL PARK-07/08
[Residencia Lorian]|Olindo Jesus Santos|INT TED   858901 fps
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|CH COMPENSADO 707 000879 - FESTA STO AMERICO
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-SHOPPING VI-08/08
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-SNACK CAR  -08/08
E2. Extraordinárias (One Time):Investimentos na Empresa|Edesio Fonseca|TBI 9639.34566-0PROJ GE - EDESIO
[Residencia Lorian]|Olindo Jesus Santos|INT TED   814238 Olindo
E2. Extraordinárias (One Time):Outras|Outros|PAGAMENTO CHEQUE  000880
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|INT PAG TIT 157924282527 - BUFFET 23/4
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175040019160
A4. Funcionários:Diarista - Diárias|Neiva|TBI 0568.06585-8neiva 3d
E1. Extraordinárias (Ongoing):Presentes|Outros|TBI 8335.00581-8capa cel
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600843226 - MOSAICO
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600843234 - INGLES
[Residencia Lorian]|VEC/REMAT|INT PAG TIT BANCO 033 - VEC MATL
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-SHOPPING VI-21/08
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Tuhu|RSHOP-TUHU       -21/08
[Residencia Lorian]|Olindo Jesus Santos|INT TED   722578 fps
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-MORUMBI SHO-22/08
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO 104 000885
[Residencia Lorian]|Dersonite|TBI 2919.05118-1/500 - Nite
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO 341 000881
E1. Extraordinárias (Ongoing):Saques|Saque|CXE     001487 SAQUE
A4. Funcionários:Babá - Salário-Férias|Eliana|TBI 0444.63529-6eli-ago
A4. Funcionários:Diarista - Diárias|Albina|TBI 1634.41539-0/500
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600858133 - MOSAICO
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600858141 - INGLES
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175040978571
F. Automóveis:Multas|Governo|INT SP-MULTA 0296291967
[Residencia Lorian]|Outros|INT PAG TIT BANCO 237  - MATL CONTINENTAL
E2. Extraordinárias (One Time):Outras|Outros|PAGAMENTO CHEQUE  000886
B2. Educação (Mensal):Academia-Clube-Personal|Clube Anhembi|INT PAG TIT 112482366211
A1. Residência Villas:Condomínio Villas|Vilas São Francisco|INT PAG TIT 175068205005
E2. Extraordinárias (One Time):Investimentos na Empresa|Intercepti|TBI 9639.34566-0DESP-BH
E1. Extraordinárias (Ongoing):Mesada|Nilde|DOC INT 710336
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-SHOPPING VI-05/09
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-BRASIL PARK-08/09
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-MASSAS RICC-14/09
[Residencia Lorian]|Dersonite|TBI 2919.05118-1/500
A4. Funcionários:Babá - INSS|Previdencia Social|INT GPS  000011634497648 - 08/14
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-BRASIL PARK-15/09
E2. Extraordinárias (One Time):Outras|Outros|CH COMPENSADO 237 000888
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Outros|INT PAG TIT 157924282535 - BUFFET 4/4
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-AMOR AOS PE-16/09
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-BRASIL PARK-16/09
A4. Funcionários:Babá - INSS|Governo|INT GPS 00430255519 - 07/14
G. Reembolsáveis:Despesas de Trabalho|Estapar|RSHOP-BRASIL PARK-17/09
B1. Alimentação-Drogaria-Vet:Drogaria|Drogaria|RSHOP-RAIA DROGAS-17/09
[Residencia Lorian]|Outros|INT PAG TIT BANCO 237 - MATL CONTINENTAL
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-CAFE DO PON-18/09
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE 24H 03311164
D. Viagens:Tkt-Hotel-Auto|Outros|RSHOP-TUTI ADM HO-20/09
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE S/CARTAO CXE002030
G. Reembolsáveis:Empréstimos|Sergio|INT PAG TIT 175007217448
[Residencia Lorian]|Outros|DOC INT 941930  cacamba
E1. Extraordinárias (Ongoing):Saques|Saque|CXE     000091 SAQUE
[Residencia Lorian]|Liliana Guastavino|INT TED 033218210084606 - PROJ INTERIORES
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|RSHOP-F F PASTOR -25/09
B. Outras Receitas:Ajustes|Outros|ESTORNO            RSHOP
G. Reembolsáveis:Empréstimos|Sergio|INT PAG TIT BANCO 399
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|RSHOP-BRASIL PARK-26/09
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-KOPENHAGEN -26/09
[Residencia Lorian]|Outros|INT PAG TIT 157076797952 - ROMPEDOR
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600872902 - MOSAICO
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600872910 - INGLES
A4. Funcionários:Babá - Salário-Férias|Eliana|TBI 0444.63529-6     C/C
E1. Extraordinárias (Ongoing):Saques|Saque|CXE     000489 SAQUE
E1. Extraordinárias (Ongoing):Saques|Saque|CXE     000497 SAQUE
[Residencia Lorian]|Outros|INT PAG TIT BANCO 237 - MATL ELETR
[Residencia Lorian]|Outros|INT PAG TIT 157061834457 - AREIA JC TRANSP
A1. Residência Villas:Condomínio Villas|Vilas São Francisco|INT PAG TIT 175068390609
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RSHOP-CAFE DO PON-14/10
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|CH COMPENSADO 001 000889 - FESTA CSA
B. Outras Receitas:Devolução - Pagto Emprestimo|Sergio|DOC 033.3410SERGIO C MAR
E2. Extraordinárias (One Time):Investimentos na Empresa|Edesio Fonseca|TBI 9639.34566-0EDESIO
B2. Educação (Mensal):Academia-Clube-Personal|Clube Anhembi|INT PAG TIT 112577141271
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|INT PAG TIT BANCO 237 - CONTROLE REMOTO AR
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|RSHOP-GEO PARK ES-24/10
F. Automóveis:Multas|Governo|INT SP-MULTA 0298787144
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Fiel Torcedor|INT PAG TIT 175042936262
B. Outras Receitas:Recisão-FGTS Carla|GE|TED S 033.3961CARLA MARI
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600887322 - MOSAICO
B2. Educação (Mensal):Cursos Marina-Felipe|Colegio Sto Americo|INT PAG TIT 173600887330 - INGLES
A4. Funcionários:Babá - Salário-Férias|Eliana|TBI 0444.63529-6 ELI-OUT
A1. Residência Villas:Condomínio Villas|Vilas São Francisco|INT PAG TIT 175068569707
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE 24H 08201352
B2. Educação (Mensal):Academia-Clube-Personal|Clube Anhembi|INT PAG TIT 112670172611
A1. Salário:Carla - Salário-RL|Syngenta|REMUNERACAO/SALARIO
E1. Extraordinárias (Ongoing):Mesada|Nilde|DOC INT 526280 mamae
G. Reembolsáveis:Dentista|Simone Erlichman|CH COMPENSADO 001 000890
E1. Extraordinárias (Ongoing):Residencia Moveis-Eletro-Serviços|Outros|INT PAG TIT BANCO 237 - TECLAS
[Residencia Lorian]|Outros|INT PAG TIT 112725358736 - VIAPLUS
C1. Lazer-Estetica-Vestuario-Celular:Vestuário Eduardo-Carla|Outros|RSHOP-SILVIO JOSE-18/11
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|RSHOP-1087 - CLAR-19/11
E1. Extraordinárias (Ongoing):Saques|Saque|SAQUE S/CARTAO CXE000331
E1. Extraordinárias (Ongoing):Taxi-Estacionamento|Estapar|RSHOP-1087 - CLAR-24/11
