[Mastercard Personnalite]|Opening Balance|undefined
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA USD 8.13
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|EASY COSTANERA CENTER USD 4.78
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|JUMBO COSTANERA CENTER USD 37.39
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Outros|CAV COSTANERA CENTER USD 40.61
E1. Extraordinarias (Ongoing):Presentes|Outros|DUTY FREE SALIDAS USD 228.45
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA USD 0.30
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA USD 2.39
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA USD 2.59
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA USD 14.58
B. Outras Receitas:Ajustes|Zara|ZARA-SHOP.ELDORADO
B. Outras Receitas:Ajustes|Outros|FASCAR-SHOP.ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|MOW2 CRAWFORD 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MARRMA RESTAURANTE LTD
F. Automoveis:Combustivel-Lavagem-Oleo|Combustível|PAG*PostoPortalDoMoru
E2. Extraordinarias (One Time):Outras|Outros|FULL PRINT
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LANCHONETE SOUZA LAPA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BAR DO SHOPPING
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SMART URBAN
B. Outras Receitas:Ajustes|CORELLO|CORELLO MORUMBI
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|QUEST PARK
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TERRACO PAULISTANO
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|JJ SP SHOP VILLA L
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|JABER
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|RAIA DROGASIL 540 ALTO
B. Outras Receitas:Ajustes|Outros|MOW2 CRAWFORD
E2. Extraordinarias (One Time):Outras|Outros|DB COPIAS
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|ROYAL BRANDS COMER
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAG*CookieDaNoiva
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|MG PARK
C1. Lazer-Estetica-Vestuario-Celular:Festas-Eventos Escolares|Restaurantes|CRYSTAL PIZZA BAR
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|AMS ESTACIONAMENTO
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|PAG*ElianeOliveira
B2. Educacao (Mensal):Livros-Material Escolar|Outros|PAPEL MAGIA
D. Viagens:Tkt-Hotel-Auto|Hotel|IGUASSU GOLF E RES
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|KOSHER VIENA HOSP ALBE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Extra|EXTRA HIPER LJ2412 RAP
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|FABIO YOSHIO TOMIMATU
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BURGG S LANCHES LTDA
F. Automoveis:Manutencao-Revisao Auto|Unicar Martelinho|PAG*AllineBarros 
E2. Extraordinarias (One Time):Outras|Outros|ESPACO VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Decathlon|DECATHLON VL LEOPO
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|MEIAO MEIAS COMERC
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|DUI BISTRO
B. Outras Receitas:Ajustes|Outros|CAMICADO-SH.ELDORADO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|LGA LANCHONETE CAFE LT
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Taxi|PAG*NatalinDenoni
D. Viagens:Passeios-Restaurantes|Restaurantes|EL TIO QUERIDO ARS 3.730.00 USD 88.99
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA 5.68 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|PAG*NatalinDenoni
D. Viagens:Passeios-Restaurantes|Outros|P.N.IGUAZU 668.30 ARS 15.80 USD
D. Viagens:Passeios-Restaurantes|Outros|TESORERIA  145.60 ARS 3.44 USD
D. Viagens:Passeios-Restaurantes|Outros|IGUAZU ARG - ENT 1.266.10 ARS 29.92 USD
[Residencia Lorian]|Outros|BRAZIL STONES 
D. Viagens:Tkt-Hotel-Auto|Hotel|WISH IGUACU
D. Viagens:Passeios-Restaurantes|Restaurantes|EMPORIO COM ARTE
D. Viagens:Passeios-Restaurantes|Restaurantes|HOTEL MABU
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA 6.73 USD 140.74
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA 32.96 USD 4.31
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA 1.01 USD 0.94
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA 0.22 USD 8.15
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA 1.91 USD
D. Viagens:Passeios-Restaurantes|Restaurantes|MADERO VILLA LOBOS
B. Outras Receitas:Ajustes|Hotel|IGUASSU GOLF E RESORT*
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|L ANGOLO CAFFE EIRELI
E1. Extraordinarias (Ongoing):Presentes|Outros|M M BEER
E2. Extraordinarias (One Time):Investimentos na Empresa|Outros|FRIGELAR - FILIAL 
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|FLAVIA MARIA DE CA
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|MACCA 6 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|SAGRADO BOULANGERIE
B. Outras Receitas:Ajustes|Outros|VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|OUTBACK BZ 49 TIETE
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|SESTINI 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BOM BOCADO
D. Viagens:Passeios-Restaurantes|Outros|MACUCU ECOAVENTURA E T
D. Viagens:Passeios-Restaurantes|Restaurantes|LA RUEDA 1975  4.440.00 ARS 105.50 USD
D. Viagens:Compras|Outros|DF IGUAZU 21.743.40 ARS 516.69 USD
E1. Extraordinarias (Ongoing):Presentes|Outros|SP * FLORENCEBYMILLS 64.00 (U.S.DOLLAR)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA 4.08 (U. S. DOLLAR)
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Zara|ZARA BRASIL 
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|RICARDO CAMHAJI - EPP
B. Outras Receitas:Ajustes|Outros|FRIGELAR - FILIAL 23
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TECPAY *TEC BARELLO 27
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|MACCA 6
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADELEINE BAKERY LTDA.
E1. Extraordinarias (Ongoing):Presentes|Outros|PAYPAL *RENT A BAG
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CANDY TRUCK
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CIA DO MEXICO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MYGATI SUSHI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAG*MygatiSushi
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|SPICY IGUATEMI 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAG*Rascal
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|SPICY IGUATEMI
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|STELO S A
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|SESTINI
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|CHRISTINA COSMETICOS
E2. Extraordinarias (One Time):Outras|Mastercad Black|DB DIFERENCA COTACAO U$
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|WOW*LE VIN JARDINS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|IL BARISTA CAFES ESPEC
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|LOJAS AMERICANAS 73
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BURGUERIA E PIZZARIA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MARRMA RESTAURANTE LI
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CARREFOUR BUTANTA
B. Outras Receitas:Ajustes|Zara|ZARA BRASIL
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|FOTO PAULO 
D. Viagens:Tkt-Hotel-Auto|Outros|TAUA HOTEL & CONVE
E2. Extraordinarias (One Time):Outras|Outros|TALENTO
B2. Educacao (Mensal):Cursos Marina-Felipe|Wilma Kovesi|ESCOLA WILMA KOVESI
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Leroy Merlin|LEROY MERLIN 
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|AUTHENTIC FEET 
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|180 - JR-VL 
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|AMB ESTACIONAMENTO E V
D. Viagens:Tkt-Hotel-Auto|Hotel|DPNY HOTEL 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|SUPERMERCADOS MAMBO
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|DSP 0266 SHP V LOB
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Outros|CARVOARIA MARTINS
B2. Educacao (Mensal):Livros-Material Escolar|Outros|WORKBOOK US
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RIO DE CONTAS
E1. Extraordinarias (Ongoing):Presentes|Outros|SAO FRANCISCO GIFTS PA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BOTECO PRAIA
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|GELATO E GRANO
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|PAG*FabianaBragaMaia
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|HUAHINE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|KOPENHAGEN V DIVINO
C1. Lazer-Estetica-Vestuario-Celular:Cinema-Locadora-Esportes-Diversao|Outros|TKTS FOR FUN - lollapaloza
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|KIT KAT CHOCOLATOR
B. Outras Receitas:Ajustes|Outros|AUTHENTIC FEET
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|CASA AGRICOLA PAISAGIS
B. Outras Receitas:Ajustes|Outros|DPNY HOTEL
D. Viagens:Tkt-Hotel-Auto|Hotel|DPNY HOTEL    
[Residencia Lorian]|Outros|SOTTILECASA    
E2. Extraordinarias (One Time):Outras|Outros|STELO S A
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|FAMILIA CASTR
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|KITCHENAID E REDE 
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|MercPag*SOBRANCELH
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|JJ SP SHOP VILLA L
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|2796RAIA     
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Vila Romana|PAG*VilaRomana  
E1. Extraordinarias (Ongoing):Presentes|Outros|JK JOIAS     
E2. Extraordinarias (One Time):Outras|Outros|M.T NATURA
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|RED SUPERMERCAD
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|MACCA 6     
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|CORELLO|CORELLO MORUMBI  
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|VILLA LOBOS    
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|MOB       
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|SPICY IGUATEMI  
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|O CAMINHO DA PIZZA
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|KIT KAT CHOCOLATORY
D. Viagens:Tkt-Hotel-Auto|Hotel|DPNY BEACH HOTEL
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Intimissimi|INTIMISSIMI    
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|PAG*KasloComercioD
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|49- VILLA LOBOS  
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Leroy Merlin|LEROY MERLIN   
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|180 - JR-VL    
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|AUTHENTIC FEET  
E1. Extraordinarias (Ongoing):Reforma Vilas|Outros|DEPOSITO MAT P/CON
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SERRANA SALADAS E GRE
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Copeli Matl Eletrico|ELETRICA COPELI 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|MERCADO GRANEL
B1. Alimentacao-Drogaria-Vet:Pet Center|Pet Center|PET CENTER PARTICI
B2. Educacao (Mensal):Livros-Material Escolar|Outros|MAGNOLIA VL LOBOS
B. Outras Receitas:Ajustes|Outros|KITCHENAID E REDE
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CASA CARNES PJJ
B. Outras Receitas:Ajustes|Outros|MercPag*SOBRANCELHADS
B2. Educacao (Mensal):Livros-Material Escolar|Outros|SPR COMERCIAL 
E1. Extraordinarias (Ongoing):Presentes|Outros|JK JOIAS 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|RETAIL SERVICES CAFETE
D. Viagens:Compras|Outros|RED BCO ESTADO COMPRAQ (CPL 37 USD 4.93)
D. Viagens:Compras|Outros|CV 1091 (CLP 89.90 USD 11.99)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA (USD 0.31)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA (USD 0.76)
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|MULTICOISAS FWT
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BRASCATTA PIZZARIA
B. Outras Receitas:Ajustes|Outros|49- VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|49- VILLA LOBOS 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CASARAO DA VILLA
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|MERCPAGO*LESAUDEEB
B. Outras Receitas:Ajustes|Outros|DEPOSITO MAT P/CONST N
D. Viagens:Tkt-Hotel-Auto|Hotel|HOTEL URBANO*
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|MERCPAGO *LESAU
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|MERCPAGO *RAIAD
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|VILLA LOBOS
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|COML FERR TOMIL LTDA
B2. Educacao (Mensal):Livros-Material Escolar|Outros|A PLUS IND COM ACESS L
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|MINASPARK
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MERCPAGO *QR
B1. Alimentacao-Drogaria-Vet:Pet Center|Pet Center|COBASI VILLA LOBOS
B1. Alimentacao-Drogaria-Vet:Pet Center|Pet Center|MERCPAGO *COBASI
B. Outras Receitas:Ajustes|Outros|SPR COMERCIAL
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA (USD 2.04)
E1. Extraordinarias (Ongoing):Presentes|Outros|LOUNGE KEY INC (USD 32)
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|EMPORIO BRAZUCA LTDA -
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Outros|VICEVERSA LTDA WP (CLP 1673.40 USD 214.30) Vinhos
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PICK A DELI (CLP 25 USD 3.21)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA (USD 13.67)
H. Impostos Federais:CPMF-IOF|Governo|IOF COMPRA INTERNACIONA (USD 0.2)
B. Outras Receitas:Ajustes|Outros|MERCPAGO*LESAUDEEBELEZ
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|EMPORIO DA GENTE
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|FLORENZANO DECORACAO
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|GRACIELA CARDOSO DE AL
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Lojas|VIDERE COMERCIO DE - OCULOS MARINA
B. Outras Receitas:Ajustes|Outros|HOTEL URBANO*5350367
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BADAUE JARDINS
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|MERCPAGO *LESAU
B. Outras Receitas:Ajustes|Mastercad Black|MERCPAGO *LESAUDEEB
B. Outras Receitas:Ajustes|CORELLO|CORELLO VILLA LOBOS
B. Outras Receitas:Ajustes|Outros|MERCPAGO *RAIADROGA
E1. Extraordinarias (Ongoing):Presentes|Outros|180 - JR-VL 
E1. Extraordinarias (Ongoing):Taxi-Estacionamento|Estapar|PAG*TcgParking
E1. Extraordinarias (Ongoing):Presentes|Outros|CASE & COMPANY SHO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADERO VILA OLIMPIA ST
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|TUHU RESTAURANTE
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|ESPACO VILLA LOBOS
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|PAG*MariaLuciaTadeuM
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Açougue|PATA NEGRA 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|CASA P D FILO
B. Outras Receitas:Ajustes|Outros|DROGARIA SAO PAULO
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|EC*QR
C1. Lazer-Estetica-Vestuario-Celular:Celular|Claro Loja|CLARO LJ MORUMBI 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|NESPRESSO MORUMBI 
E1. Extraordinarias (Ongoing):Presentes|Outros|LE BRIJU VILLA LOB
E1. Extraordinarias (Ongoing):Presentes|Outros|DAISO
E1. Extraordinarias (Ongoing):Presentes|Outros|IMAGINARUIM
B. Outras Receitas:Ajustes|Outros|LIVRO FACIL
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Pao de Açucar|PAO DE ACUCA 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MARCY H C C REST E BOU
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|BEBEL BAR E RESTAURANT
E1. Extraordinarias (Ongoing):Presentes|Outros|ALO BEBE 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|MADELEINE BAKER
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|CASA DE BOLOS VL LEOPO
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|SHEIKE CAFE
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|MERCPAGO*LESAUDEEB
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|DEPOSITO MAT P/CON
B1. Alimentacao-Drogaria-Vet:Pet Center|Pet Center|PETZ OSASCO 
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|LEROY MERLIN JAGUA
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|SAM S CLUB LJ 
B. Outras Receitas:Ajustes|Outros|LEROY MERLIN JAGUARE
B. Outras Receitas:Ajustes|Outros|SAM S CLUB LJ 6546 PDV
B. Outras Receitas:Ajustes|Outros|Petz Osasco
B1. Alimentacao-Drogaria-Vet:Pet Center|Pet Center|Petz Osasco 
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Leroy Merlin|Leroy Merlin Jagua
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|Sam S Club Lj 
B. Outras Receitas:Ajustes|Outros|Videre Comercio De Ocu
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Lojas|Videre Comercio De
C1. Lazer-Estetica-Vestuario-Celular:Estetica-Massagem|Outros|Le Saude E Beleza 
D. Viagens:Tkt-Hotel-Auto|Hotel|Hotel Urbano*
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|Mercpago *lesau
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|Innova Pharma 
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|CORELLO|Corello Villa Lobo
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|Dsp 0266 Shp V Lob
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|Mercpago *raiad
E1. Extraordinarias (Ongoing):Presentes|Outros|Case & Company Sho
B. Outras Receitas:Ajustes|Outros|Pata Negra
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Açougue|Pata Negra 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|Rede Oba Hortifrut
B1. Alimentacao-Drogaria-Vet:Pet Center|Cobasi|Cobasi Villa Lobos
B1. Alimentacao-Drogaria-Vet:Pet Center|Pet Center|Pet Center Participaco
E2. Extraordinarias (One Time):Medicos-Clinicas-Exames|Outros|Vaciclin
E2. Extraordinarias (One Time):Veterinario-Fisioterapia|Veterinária Jaguaré|Veterinaria Jaguare
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|Superga
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|Drogaria Sao Paulo
B2. Educacao (Mensal):Livros-Material Escolar|Livro Facil|Livro Facil 
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Outros|Kitchenaid E Rede 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Pao do Parque|Pao Do Parque-iii
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|Nike Com Br 
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|Ifood*br
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Outros|Nike Com Br
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|Pag*marialuciatadeumo
B2. Educacao (Mensal):Livros-Material Escolar|Outros|Spr Comercial 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|Red Supermercado
C1. Lazer-Estetica-Vestuario-Celular:Restaurantes|Restaurantes|Massa Ricci
D. Viagens:Tkt-Hotel-Auto|Hotel|Iguassu Golf E Res
E1. Extraordinarias (Ongoing):Presentes|Outros|Jk Joias 
C1. Lazer-Estetica-Vestuario-Celular:Celular|Claro Loja|Claro Lj Morumbi 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|Nespresso Morumbi 
B. Outras Receitas:Ajustes|Claro Loja|Claro Lj Morumbi
E1. Extraordinarias (Ongoing):Presentes|Outros|Le Briju Villa Lob
E1. Extraordinarias (Ongoing):Presentes|Outros|Flores On Line 
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Pao de Açucar|Pao De Acuca 
B. Outras Receitas:Ajustes|Outros|Pao De Acuca
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|Acom Mkt Place
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|Nespresso Eldorado
E1. Extraordinarias (Ongoing):Presentes|Outros|Alo Bebe 
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Outros|Mob 
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|Raia 106 
B. Outras Receitas:Ajustes|Outros|Drogaria Sao Paulo
B. Outras Receitas:Ajustes|Outros|Raia 106
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|Cacau Show
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|Drog Sao Paulo Fl 
D. Viagens:Compras|Dufry|Dufry Lojas Franca
E1. Extraordinarias (Ongoing):Presentes|Outros|Body Shop Vila Lob
E1. Extraordinarias (Ongoing):Residencia Moveis-Eletro-Servicos|Leroy Merlin|LEROY MERLIN JAGUA
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Marina-Felipe|Lojas|VIDERE COMERCIO DE
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Lojas|PG *LV STORE 
B1. Alimentacao-Drogaria-Vet:Drogaria|Drogaria|INNOVA PHARMA 
C1. Lazer-Estetica-Vestuario-Celular:Vestuario Eduardo-Carla|Lojas|MOB 
B. Outras Receitas:Ajustes|Ajustes|DROGARIA SAO PAULO
B1. Alimentacao-Drogaria-Vet:Mercado-Padaria-Vinhos|Supermercado|PATA NEGRA 
E2. Extraordinarias (One Time):Outras|Outros|PG *APOIO AO HOSP
B. Outras Receitas:Ajustes|Ajustes|NIKE COM BR 
